id,carat,cut,color,clarity,depth,table,x,y,z,price
1233,0.32,Ideal,I,VS1,63.0,56.0,4.35,4.29,2.72,505
1629,0.53,Ideal,D,VS2,61.9,56.0,5.22,5.2,3.23,1919
500,0.38,Ideal,H,SI1,61.5,57.0,4.66,4.7,2.88,717
1763,0.6,Ideal,E,SI1,62.0,55.0,5.39,5.44,3.35,1651
179,0.7,Very Good,F,SI1,62.8,58.0,5.64,5.67,3.55,2688
1185,0.71,Ideal,D,SI2,62.4,57.0,5.7,5.64,3.54,2724
1754,1.11,Ideal,H,VS2,61.3,56.0,6.69,6.66,4.09,4955
782,0.24,Very Good,E,VS2,61.9,59.0,3.96,3.99,2.46,367
874,1.0,Premium,J,VS2,61.1,59.0,6.41,6.45,3.92,3697
1618,0.4,Premium,H,SI1,61.5,58.0,4.69,4.74,2.9,666
528,0.51,Ideal,G,VS1,61.7,55.0,5.18,5.16,3.19,1813
346,0.55,Very Good,G,SI1,62.9,57.0,5.2,5.23,3.28,1305
1386,0.9,Very Good,F,VS2,63.5,54.0,6.11,6.15,3.89,4400
1959,0.55,Ideal,F,VS2,62.3,55.0,5.28,5.25,3.28,1402
809,0.32,Ideal,G,VVS2,62.2,55.0,4.37,4.39,2.73,936
1971,0.43,Premium,F,VVS2,60.6,58.0,4.88,4.84,2.95,1263
1009,1.02,Premium,H,SI2,62.9,58.0,6.39,6.3,4.0,4072
601,0.7,Ideal,G,VVS1,62.4,56.0,5.67,5.7,3.55,3121
1965,1.73,Good,D,SI1,64.0,58.0,7.6,7.55,4.86,14330
243,0.4,Ideal,D,VS2,60.9,57.0,4.74,4.78,2.9,1033
888,0.5,Very Good,E,SI1,62.6,57.0,5.1,5.06,3.17,1548
1402,0.31,Ideal,G,IF,61.1,56.0,4.37,4.39,2.68,918
1474,0.3,Ideal,F,VS1,62.3,57.0,4.31,4.34,2.69,658
312,1.4,Premium,H,SI1,61.8,59.0,7.16,7.14,4.41,7225
435,1.32,Very Good,G,VVS1,61.8,60.0,7.04,6.99,4.33,12787
1897,0.71,Ideal,H,VVS1,61.4,55.0,5.73,5.79,3.54,2538
932,0.31,Ideal,G,VS1,61.7,57.0,4.38,4.4,2.71,621
308,0.72,Premium,I,VVS2,61.1,58.0,5.77,5.79,3.53,2535
430,0.3,Ideal,D,VS2,62.2,57.0,4.32,4.36,2.7,710
660,0.9,Ideal,H,SI1,61.7,56.0,6.13,6.16,3.8,4042
370,0.5,Premium,E,VS2,60.3,61.0,5.13,5.1,3.08,1333
566,0.4,Good,E,SI1,63.5,57.0,4.68,4.71,2.97,708
1476,1.02,Very Good,H,VS1,61.0,56.0,6.47,6.51,3.96,5610
181,0.74,Ideal,E,SI2,62.7,54.0,5.8,5.84,3.64,2592
1335,1.5,Premium,H,SI1,62.2,61.0,7.27,7.23,4.51,9368
621,0.43,Ideal,E,VVS1,61.4,57.0,4.85,4.9,2.99,1333
940,0.54,Ideal,G,VVS2,61.6,56.0,5.24,5.24,3.23,1841
1307,1.14,Premium,G,VS2,61.3,58.0,6.78,6.72,4.13,6768
950,0.7,Ideal,H,VS2,61.8,57.0,5.69,5.7,3.52,2292
1420,0.33,Very Good,H,SI1,62.5,59.0,4.41,4.39,2.75,539
1839,0.41,Premium,D,VS2,61.3,58.0,4.78,4.82,2.95,1077
1537,1.0,Premium,J,SI2,58.1,58.0,6.6,6.56,3.83,3216
1588,0.32,Very Good,E,SI1,61.3,55.0,4.41,4.47,2.71,596
296,0.5,Premium,I,VVS2,62.4,58.0,5.14,5.01,3.17,1239
1110,0.31,Ideal,D,VS2,62.6,55.0,4.36,4.33,2.72,942
461,1.12,Premium,H,VS1,62.8,57.0,6.65,6.59,4.16,6976
1301,0.34,Premium,H,VS2,62.6,58.0,4.5,4.46,2.8,537
1175,1.2,Very Good,D,VS2,62.6,58.0,6.75,6.72,4.23,9139
377,0.38,Ideal,F,VVS2,61.4,56.0,4.68,4.71,2.89,1240
798,0.91,Good,F,SI1,63.8,57.0,6.06,6.09,3.87,4126
1178,0.41,Ideal,E,VVS1,61.4,56.0,4.79,4.82,2.95,1334
105,1.25,Premium,H,VS2,62.6,59.0,6.88,6.83,4.29,7385
126,1.02,Ideal,G,SI1,62.2,55.0,6.44,6.47,4.01,4793
1131,0.73,Very Good,H,SI1,61.7,57.0,5.75,5.8,3.56,2600
836,0.3,Very Good,G,VVS2,63.4,56.0,4.3,4.27,2.72,1013
355,1.65,Premium,G,SI2,61.3,59.0,7.59,7.55,4.66,10789
1615,1.71,Premium,F,SI1,62.2,58.0,7.67,7.61,4.75,12576
682,1.08,Very Good,D,SI2,63.2,57.0,6.47,6.54,4.12,4584
916,1.71,Premium,H,SI1,61.9,59.0,7.67,7.63,4.72,11567
869,0.9,Very Good,G,SI2,62.4,58.0,6.12,6.16,3.83,3539
209,1.16,Ideal,J,VS1,61.8,56.0,6.72,6.79,4.17,5210
881,0.91,Premium,E,SI2,62.0,59.0,6.1,6.12,3.78,3703
140,0.52,Very Good,F,VS2,62.5,59.0,5.11,5.13,3.2,1389
1436,1.5,Premium,H,VS2,62.0,59.0,7.32,7.27,4.52,11007
1338,1.35,Premium,G,VS2,60.3,58.0,7.2,7.17,4.33,9714
1058,1.32,Ideal,H,SI1,62.1,57.0,7.03,6.99,4.35,6728
1573,0.52,Very Good,G,VVS2,61.8,59.0,5.18,5.15,3.19,2013
1094,1.02,Good,H,SI2,61.6,61.0,6.39,6.43,3.95,3548
1562,0.3,Very Good,D,VS2,61.7,59.0,4.26,4.31,2.64,710
889,0.51,Ideal,D,SI1,61.8,55.0,5.15,5.18,3.19,1687
711,0.38,Ideal,D,VS1,62.2,54.0,4.66,4.63,2.89,941
1265,0.33,Ideal,H,VVS1,62.2,55.0,4.47,4.49,2.79,754
862,0.34,Ideal,E,VVS1,62.5,56.0,4.49,4.45,2.8,1052
857,0.7,Premium,G,VS1,60.8,57.0,5.78,5.8,3.52,2535
10,1.01,Very Good,G,VS2,63.1,57.0,6.4,6.34,4.03,5914
1693,0.55,Ideal,E,VS1,62.1,56.0,5.25,5.29,3.27,1890
1798,0.72,Ideal,G,VVS2,61.5,57.0,5.75,5.78,3.55,2993
282,0.76,Very Good,H,SI2,59.6,58.0,5.92,5.96,3.55,2372
810,1.14,Premium,H,SI1,62.3,59.0,6.67,6.73,4.17,5712
1091,0.51,Premium,G,VVS2,60.3,57.0,5.18,5.22,3.14,1799
291,0.28,Ideal,I,VS1,62.5,54.0,4.15,4.18,2.61,448
754,0.54,Ideal,F,VS2,61.6,56.0,5.22,5.24,3.22,1556
626,1.03,Premium,F,VS1,62.3,59.0,6.44,6.39,4.0,7632
941,0.32,Very Good,E,SI2,63.1,56.0,4.35,4.28,2.72,576
859,0.7,Very Good,G,VS2,63.4,55.0,5.57,5.61,3.54,2605
129,0.7,Ideal,H,VS2,61.2,55.0,5.72,5.75,3.52,2574
1334,0.51,Ideal,H,VVS2,61.9,57.0,5.1,5.13,3.16,1897
323,0.55,Premium,E,VS2,61.6,58.0,5.28,5.23,3.23,1786
1089,0.52,Very Good,E,VS2,62.4,56.0,5.1,5.15,3.2,1689
1000,1.0,Premium,G,SI2,63.0,54.0,6.34,6.27,3.99,3920
1550,0.51,Ideal,F,VS1,62.6,56.0,5.13,5.06,3.19,1765
1863,0.7,Very Good,I,VVS2,62.2,59.0,5.67,5.7,3.54,2327
1978,0.51,Ideal,F,VS1,61.7,55.0,5.18,5.14,3.18,2085
1820,1.04,Very Good,H,VS2,62.6,56.0,6.45,6.48,4.05,5272
695,0.38,Ideal,E,SI1,61.9,56.0,4.65,4.7,2.89,755
215,0.43,Ideal,D,VVS2,61.9,56.0,4.84,4.87,3.01,1352
1041,1.2,Very Good,E,SI1,62.8,58.0,6.7,6.8,4.21,6774
1461,0.31,Ideal,D,VS2,61.9,55.0,4.32,4.36,2.69,734
158,0.33,Ideal,I,VVS2,62.0,57.0,4.41,4.38,2.72,579
1057,0.41,Ideal,I,VVS2,61.5,57.0,4.74,4.79,2.93,829
986,0.73,Very Good,E,SI1,62.5,58.0,5.73,5.75,3.59,2609
841,0.28,Premium,E,VVS2,60.6,58.0,4.27,4.25,2.57,828
634,1.08,Ideal,D,SI2,62.1,56.0,6.55,6.52,4.06,4898
516,0.23,Very Good,F,VS2,60.5,58.0,3.99,4.03,2.42,403
1427,0.7,Ideal,G,VS2,61.3,57.0,5.71,5.75,3.51,2825
1519,0.74,Ideal,G,VS1,62.0,57.0,5.77,5.8,3.58,3062
597,1.11,Premium,H,SI1,62.0,58.0,6.67,6.6,4.12,5506
195,0.82,Very Good,I,SI2,62.9,57.0,5.99,5.95,3.74,2698
1642,0.7,Good,G,VS2,64.1,58.0,5.61,5.56,3.58,2144
968,1.02,Ideal,G,SI1,63.0,57.0,6.43,6.37,4.02,5398
410,0.34,Ideal,E,SI1,61.9,54.0,4.51,4.48,2.78,714
96,0.27,Ideal,H,VS1,62.4,54.0,4.16,4.19,2.6,419
998,0.54,Ideal,F,VS2,61.8,56.0,5.29,5.24,3.25,1586
944,1.52,Premium,G,SI2,62.1,58.0,7.43,7.36,4.59,8540
156,0.28,Good,F,VVS1,58.5,61.0,4.28,4.32,2.53,482
419,1.01,Premium,H,SI1,62.1,58.0,6.43,6.39,3.98,4795
1801,1.05,Good,D,VS2,63.8,56.0,6.41,6.46,4.1,6579
477,1.25,Premium,G,VS1,60.6,58.0,7.03,6.95,4.23,9355
1854,0.7,Premium,D,VS2,63.0,59.0,5.62,5.59,3.55,2770
668,1.5,Very Good,G,VVS2,62.8,59.0,7.27,7.32,4.59,13904
1055,1.31,Premium,I,SI1,61.5,58.0,7.02,7.06,4.33,6570
1870,1.01,Premium,F,SI2,60.3,60.0,6.48,6.45,3.9,4197
1298,0.55,Premium,G,SI1,62.5,58.0,5.26,5.22,3.27,1349
447,1.01,Premium,F,SI1,63.0,58.0,6.35,6.31,3.99,4395
553,2.01,Good,I,VS2,63.6,59.0,7.95,7.89,5.04,16316
178,0.5,Ideal,H,VS2,61.6,57.0,5.11,5.13,3.15,1312
390,0.7,Ideal,G,SI1,61.7,55.0,5.67,5.7,3.51,2224
578,0.84,Very Good,G,SI1,60.3,61.0,6.07,6.1,3.69,3435
1006,1.12,Ideal,G,VS2,61.9,56.0,6.66,6.64,4.12,6809
1956,1.0,Premium,E,SI1,59.1,60.0,6.56,6.58,3.88,5177
1286,2.0,Premium,F,SI2,62.6,57.0,8.04,7.99,5.03,16170
1782,0.5,Ideal,E,VS1,61.6,53.0,5.11,5.14,3.15,1950
1460,1.2,Premium,H,SI2,62.0,61.0,6.79,6.73,4.19,4704
820,1.56,Good,E,SI2,61.5,63.0,7.39,7.42,4.56,7999
1823,0.35,Ideal,J,VS1,62.3,56.0,4.56,4.54,2.83,569
982,0.72,Very Good,F,VS1,63.2,57.0,5.68,5.7,3.59,3061
1047,0.35,Ideal,F,SI1,62.4,56.0,4.5,4.52,2.82,748
664,0.26,Very Good,E,VVS1,61.7,58.0,4.08,4.11,2.53,620
142,0.31,Ideal,F,IF,61.7,56.0,4.37,4.38,2.7,914
1974,0.28,Very Good,E,VVS2,61.2,59.0,4.21,4.19,2.57,568
1428,0.7,Ideal,G,VS2,61.8,54.0,5.71,5.76,3.54,3494
864,0.78,Ideal,H,VS1,62.3,56.0,5.88,5.92,3.67,3447
421,0.74,Ideal,F,SI1,61.7,56.0,5.83,5.77,3.57,2677
636,0.41,Very Good,F,VVS1,62.1,57.0,4.75,4.79,2.96,1105
1405,0.4,Ideal,D,VS2,61.2,56.0,4.68,4.72,2.87,1125
799,0.53,Ideal,G,VS1,61.5,57.0,5.19,5.23,3.19,1710
1329,0.41,Premium,E,SI1,61.5,60.0,4.72,4.69,2.9,969
615,0.51,Good,E,VS2,63.3,57.0,5.09,5.13,3.23,1454
294,0.29,Very Good,G,VS2,59.2,62.0,4.33,4.35,2.57,650
921,0.81,Good,H,VS1,63.8,60.0,5.94,5.89,3.77,2905
1563,0.23,Very Good,E,VVS1,62.6,55.0,3.93,3.96,2.47,505
1901,0.5,Ideal,E,VS2,62.9,57.0,5.08,5.05,3.18,1746
88,2.01,Ideal,I,SI1,60.3,59.0,8.18,8.25,4.96,15930
41,0.3,Ideal,D,VS2,61.3,59.0,4.33,4.31,2.64,911
1800,0.3,Ideal,I,VS1,61.9,57.0,4.33,4.31,2.67,608
1932,0.4,Ideal,D,VS2,61.5,56.0,4.76,4.74,2.93,852
131,0.33,Ideal,G,VS1,62.0,56.0,4.47,4.41,2.75,828
999,0.38,Very Good,E,SI2,63.4,58.0,4.59,4.61,2.9,596
987,2.02,Premium,H,SI1,62.5,59.0,8.07,7.99,5.03,17452
1068,0.33,Ideal,F,VVS2,61.7,56.0,4.44,4.46,2.75,1114
1853,1.22,Ideal,I,VS2,61.8,57.0,6.83,6.88,4.23,5637
1343,0.32,Ideal,G,VVS1,62.7,55.0,4.43,4.39,2.76,1104
1497,0.54,Ideal,E,VS2,61.2,56.0,5.28,5.23,3.21,1847
164,0.33,Ideal,G,VVS1,61.6,55.0,4.47,4.51,2.76,772
724,1.5,Premium,G,VVS2,59.8,60.0,7.39,7.49,4.45,15498
290,0.7,Very Good,G,VS2,60.6,60.0,5.72,5.75,3.47,2507
1464,0.36,Ideal,D,SI1,61.6,56.0,4.56,4.6,2.82,663
1688,1.31,Very Good,H,VS1,61.9,57.0,7.03,7.06,4.34,8593
1912,0.91,Very Good,F,VS1,63.4,55.0,6.18,6.14,3.89,5090
1849,1.05,Premium,H,SI1,59.8,59.0,6.66,6.61,3.95,4641
1360,0.38,Ideal,G,VS1,62.0,54.0,4.66,4.69,2.89,891
778,0.5,Good,H,SI1,63.4,57.0,5.06,5.01,3.19,1065
839,0.57,Ideal,G,IF,61.6,55.0,5.35,5.38,3.3,2491
348,1.0,Premium,G,SI2,60.1,57.0,6.48,6.52,3.92,3801
1943,0.53,Ideal,E,SI2,62.0,54.0,5.24,5.21,3.24,1270
571,1.0,Good,E,SI2,60.5,61.0,6.46,6.42,3.9,4258
917,0.91,Ideal,E,SI2,62.0,55.0,6.19,6.21,3.85,3570
974,0.23,Ideal,F,VVS1,61.4,55.0,3.99,4.05,2.47,575
1885,0.32,Ideal,G,IF,62.5,55.0,4.41,4.43,2.76,918
1467,0.7,Very Good,J,VS2,61.5,59.0,5.67,5.69,3.5,2022
1945,1.12,Ideal,I,SI2,61.8,56.0,6.71,6.67,4.13,4514
1316,1.02,Ideal,H,SI1,60.9,57.0,6.5,6.51,3.97,4836
1843,0.31,Ideal,F,IF,61.7,56.0,4.35,4.38,2.69,901
1023,2.03,Premium,H,SI2,62.7,58.0,7.98,8.09,5.04,15064
458,1.03,Ideal,G,VS1,62.3,57.0,6.46,6.49,4.03,8341
375,0.3,Ideal,D,VVS2,61.7,57.0,4.31,4.28,2.65,858
1341,0.32,Ideal,H,VS2,62.3,55.0,4.42,4.38,2.74,648
333,2.02,Ideal,I,SI1,61.7,57.0,8.12,8.06,5.0,16123
1621,0.41,Ideal,F,VS2,62.4,56.0,4.77,4.78,2.98,905
1759,2.0,Premium,J,SI2,59.8,61.0,8.11,8.2,4.88,12407
1456,1.2,Premium,F,VVS2,62.5,59.0,6.65,6.75,4.19,10680
816,1.25,Ideal,J,VS1,60.2,57.0,6.98,7.02,4.23,5604
1113,0.3,Good,G,VVS2,63.5,57.0,4.28,4.3,2.72,878
1498,1.51,Ideal,E,VS2,61.8,57.0,7.34,7.4,4.57,13513
1855,1.01,Very Good,D,SI2,63.1,57.0,6.42,6.37,4.03,4315
973,1.2,Premium,E,VS2,61.4,61.0,6.84,6.79,4.18,10098
1206,0.71,Ideal,E,VS2,62.6,55.0,5.69,5.74,3.58,3347
910,0.31,Premium,G,VS2,62.8,58.0,4.33,4.3,2.71,698
1928,1.0,Very Good,G,SI1,63.1,57.0,6.36,6.31,4.0,4032
1124,1.21,Ideal,G,VVS2,61.2,57.0,6.89,6.86,4.21,9804
328,1.01,Very Good,H,SI1,61.6,61.0,6.42,6.4,3.94,4558
1034,0.42,Premium,D,VS1,62.1,58.0,4.83,4.78,2.98,1065
318,1.34,Ideal,H,VS1,62.3,54.8,7.05,7.07,4.42,8701
1942,1.26,Premium,H,VS2,62.4,58.0,6.89,6.87,4.29,5952
1357,2.18,Premium,F,SI2,62.1,59.0,8.38,8.26,5.16,12377
1731,0.71,Premium,E,SI1,60.7,58.0,5.76,5.82,3.52,2515
167,0.56,Premium,G,SI1,60.4,58.0,5.36,5.32,3.24,1207
12,1.01,Good,D,SI1,63.1,56.0,6.41,6.35,4.03,5703
1925,0.35,Premium,E,SI1,60.7,60.0,4.56,4.52,2.75,788
171,0.5,Premium,E,SI1,62.6,57.0,5.07,5.06,3.17,1155
649,0.42,Premium,I,VS1,60.6,60.0,4.84,4.8,2.92,945
1815,0.3,Ideal,E,VS2,59.8,57.0,4.41,4.38,2.62,609
260,2.2,Very Good,H,SI1,60.2,61.0,8.49,8.45,5.08,18363
1458,0.31,Ideal,D,VS2,62.0,54.0,4.35,4.36,2.7,871
1771,0.42,Ideal,E,VS1,61.9,56.0,4.79,4.75,2.95,1031
901,0.7,Very Good,F,VS2,62.0,59.0,5.68,5.74,3.54,2691
672,1.2,Very Good,I,SI2,63.5,56.0,6.75,6.71,4.29,5331
258,0.31,Ideal,G,VVS1,62.4,55.0,4.31,4.35,2.7,789
844,1.51,Good,H,VS1,63.7,55.0,7.28,7.25,4.63,9298
867,0.9,Fair,H,VVS2,64.8,56.0,6.06,6.09,3.9,3734
1193,0.41,Very Good,F,VS2,63.0,57.0,4.7,4.73,2.97,863
138,2.22,Premium,H,SI1,62.3,58.0,8.29,8.33,5.17,16390
893,0.5,Good,F,VS2,63.1,58.0,5.03,5.08,3.18,1436
1869,0.32,Ideal,E,VS2,61.9,56.0,4.43,4.38,2.73,900
549,0.31,Ideal,G,IF,62.1,54.0,4.38,4.4,2.73,863
319,0.7,Ideal,F,SI1,61.6,57.0,5.71,5.74,3.53,2559
1525,0.5,Good,G,SI1,60.9,61.0,5.12,5.03,3.08,1232
1235,0.57,Ideal,E,VS2,61.2,55.0,5.35,5.39,3.27,1689
1176,0.3,Ideal,H,SI1,62.5,57.0,4.26,4.29,2.67,399
558,0.34,Very Good,G,VS2,61.5,61.0,4.46,4.49,2.75,596
139,1.51,Premium,F,VS2,60.6,60.0,7.37,7.32,4.45,15649
1733,0.56,Very Good,F,SI1,62.8,57.0,5.21,5.17,3.26,1291
531,0.5,Very Good,E,VS2,63.1,56.0,5.02,5.05,3.18,1439
224,1.74,Ideal,G,SI1,62.4,57.0,7.74,7.78,4.85,16587
723,0.38,Ideal,D,VVS1,60.6,56.0,4.7,4.72,2.85,1400
786,0.77,Very Good,H,SI2,61.9,58.0,5.83,5.89,3.62,2280
1716,1.02,Ideal,D,SI2,62.2,56.0,6.43,6.46,4.02,4524
1005,0.39,Ideal,G,VS1,61.2,57.0,4.73,4.71,2.89,1121
409,2.0,Very Good,H,SI1,63.4,59.0,8.01,7.93,5.05,15874
325,0.41,Very Good,D,VS2,63.2,58.0,4.68,4.71,2.96,942
1314,1.25,Premium,D,SI1,59.6,59.0,6.99,7.03,4.18,8975
299,0.7,Premium,F,SI2,60.5,60.0,5.76,5.73,3.48,2333
1261,0.71,Ideal,G,VS1,61.2,56.0,5.75,5.81,3.54,2750
1567,0.7,Premium,D,SI2,59.2,59.0,5.78,5.74,3.42,2562
25,0.4,Very Good,F,VS1,62.3,54.0,4.69,4.73,2.93,905
1857,0.32,Ideal,E,VS2,60.4,56.0,4.44,4.39,2.67,900
714,1.2,Premium,G,SI2,61.5,58.0,6.91,6.83,4.22,5610
1007,0.4,Ideal,G,VVS1,60.8,57.0,4.79,4.82,2.92,1123
193,0.73,Very Good,I,VS2,63.2,57.0,5.7,5.75,3.62,2145
440,0.33,Ideal,F,VVS1,61.6,56.0,4.44,4.47,2.74,877
573,1.18,Premium,G,VS1,62.4,60.0,6.73,6.77,4.2,8709
946,2.09,Premium,I,SI1,60.9,59.0,8.21,8.26,5.01,14752
997,0.71,Ideal,D,SI1,62.3,56.0,5.68,5.72,3.55,2732
503,0.32,Ideal,F,VS2,62.1,56.0,4.43,4.38,2.74,828
605,0.32,Ideal,G,VVS1,62.4,53.0,4.39,4.42,2.75,843
1686,0.3,Ideal,H,VVS1,61.5,57.0,4.28,4.31,2.64,665
1860,0.39,Very Good,G,VS2,60.8,59.0,4.7,4.73,2.87,798
1785,0.3,Ideal,G,VS1,62.3,55.0,4.3,4.32,2.68,672
846,0.71,Ideal,H,VVS2,61.8,55.0,5.73,5.76,3.55,2981
3,0.32,Ideal,G,VS1,61.6,56.0,4.38,4.41,2.71,666
1851,1.01,Premium,H,SI2,61.6,61.0,6.42,6.39,3.95,3838
1221,0.77,Ideal,E,VS2,61.4,57.0,5.85,5.9,3.6,2827
467,0.9,Premium,D,SI1,61.6,60.0,6.25,6.21,3.83,4182
321,0.31,Very Good,D,SI1,62.8,58.0,4.28,4.3,2.7,732
5,1.51,Very Good,J,SI1,62.8,58.0,7.34,7.29,4.59,7506
222,1.56,Good,D,VS2,61.6,58.0,7.52,7.48,4.62,15231
1490,0.3,Very Good,F,SI1,61.8,59.0,4.23,4.27,2.63,499
547,1.0,Premium,F,VS2,60.4,56.0,6.42,6.46,3.89,6138
228,0.32,Ideal,F,VVS1,62.1,54.0,4.41,4.45,2.76,863
39,0.4,Ideal,D,SI1,61.6,56.0,4.74,4.77,2.93,791
542,0.41,Ideal,I,VS1,61.4,55.0,4.82,4.8,2.95,969
242,0.51,Premium,H,VVS1,62.2,57.0,5.14,5.09,3.18,1881
898,1.01,Ideal,D,SI1,60.3,59.0,6.56,6.5,3.94,6460
1132,0.7,Good,F,VS2,63.7,54.0,5.62,5.64,3.58,2648
136,1.0,Good,H,SI2,65.3,59.0,6.27,6.21,4.08,4199
1190,0.72,Ideal,G,VS1,61.0,56.0,5.77,5.8,3.53,3154
1085,0.7,Ideal,F,SI1,62.0,56.0,5.65,5.69,3.52,2512
842,0.46,Premium,E,VVS2,62.6,59.0,4.95,4.88,3.07,1337
1417,0.3,Very Good,G,VVS2,63.5,59.0,4.27,4.24,2.69,684
1723,0.41,Ideal,D,SI2,61.4,54.0,4.8,4.83,2.95,778
1968,1.02,Premium,F,SI1,61.3,59.0,6.48,6.44,3.96,4989
661,0.4,Ideal,G,VVS1,61.4,56.0,4.76,4.79,2.93,1068
1328,1.01,Premium,H,SI1,60.8,59.0,6.49,6.52,3.95,4242
314,0.42,Ideal,H,VVS2,62.6,56.0,4.81,4.76,2.99,1116
691,0.54,Ideal,H,SI1,61.7,56.0,5.22,5.26,3.23,1219
1502,0.7,Ideal,H,SI1,62.7,57.0,5.66,5.69,3.56,2157
424,0.9,Good,D,SI2,62.5,63.0,6.09,6.12,3.81,3730
594,0.3,Ideal,D,SI1,62.0,56.0,4.28,4.3,2.66,552
1962,1.53,Premium,F,SI2,61.8,57.0,7.4,7.35,4.56,8752
622,1.01,Premium,E,SI1,61.5,58.0,6.38,6.35,3.92,5226
1169,0.35,Ideal,G,VS1,60.7,56.0,4.57,4.59,2.78,761
1353,0.3,Premium,I,SI1,61.4,58.0,4.31,4.36,2.66,450
227,0.41,Premium,F,VVS2,62.8,58.0,4.73,4.71,2.96,1115
1116,1.02,Ideal,H,SI2,61.4,57.0,6.47,6.43,3.96,4088
1330,0.77,Ideal,F,VS1,61.4,56.0,5.91,5.95,3.64,3838
1096,0.56,Premium,H,SI1,62.2,58.0,5.27,5.22,3.26,1163
66,1.06,Ideal,E,VVS2,61.9,57.0,6.52,6.56,4.05,10378
24,0.7,Ideal,F,SI1,61.8,54.0,5.71,5.73,3.54,2473
144,1.27,Premium,G,VS2,61.1,58.0,6.95,6.99,4.27,8291
536,0.91,Premium,G,VS2,62.0,58.0,6.21,6.13,3.83,4106
811,1.05,Premium,G,SI1,62.2,58.0,6.51,6.47,4.04,5407
1118,0.82,Ideal,H,VS2,61.4,57.0,6.0,6.06,3.71,3033
85,1.0,Premium,I,VS2,62.2,59.0,6.43,6.36,3.97,4685
1182,0.77,Ideal,G,SI1,60.3,57.0,5.92,5.97,3.58,3089
1892,0.31,Ideal,E,VS2,62.8,56.0,4.37,4.33,2.73,872
1803,1.53,Premium,H,SI2,60.9,58.0,7.45,7.39,4.53,7577
1816,0.41,Premium,D,VS1,60.8,60.0,4.78,4.81,2.91,1103
1776,0.6,Ideal,E,VS2,60.6,56.0,5.45,5.48,3.31,2016
1737,0.5,Ideal,E,SI2,61.0,56.0,5.17,5.15,3.15,1203
362,0.31,Ideal,D,VS2,62.2,55.0,4.34,4.37,2.71,758
1610,0.5,Very Good,E,SI2,63.1,57.0,5.09,5.05,3.2,1249
1151,0.3,Ideal,G,SI1,61.9,57.0,4.29,4.34,2.67,468
1026,0.32,Good,H,VVS2,63.5,56.0,4.33,4.35,2.75,639
1030,0.26,Premium,E,VS1,59.7,60.0,4.19,4.22,2.51,489
1216,1.01,Very Good,F,VS1,60.9,58.0,6.45,6.51,3.93,7192
1779,0.78,Very Good,F,SI2,62.8,56.0,5.89,5.82,3.68,2423
1841,0.42,Premium,F,VVS2,60.7,59.0,4.85,4.82,2.94,1145
665,0.58,Ideal,F,VS1,61.1,56.0,5.39,5.42,3.3,1800
364,0.33,Ideal,I,VVS2,61.9,56.0,4.42,4.39,2.72,743
77,0.41,Ideal,E,SI2,62.8,56.0,4.74,4.72,2.97,876
27,0.5,Ideal,E,VS1,61.4,54.0,5.13,5.18,3.17,1778
1435,1.5,Premium,F,SI2,62.7,57.0,7.33,7.31,4.58,8907
525,1.01,Very Good,E,SI2,62.5,57.0,6.33,6.37,3.99,4925
1833,1.52,Very Good,H,VS2,61.5,55.0,7.44,7.51,4.61,11138
55,0.7,Very Good,G,VS2,63.0,56.0,5.66,5.69,3.58,2530
638,0.73,Ideal,E,SI1,61.7,57.0,5.83,5.77,3.58,2578
302,1.51,Premium,H,SI1,62.7,58.0,7.3,7.26,4.57,13299
718,0.34,Ideal,I,SI1,61.4,55.0,4.55,4.51,2.78,574
624,0.4,Premium,E,VS2,60.8,58.0,4.8,4.77,2.91,838
7,1.34,Premium,G,SI2,62.5,57.0,7.0,7.05,4.38,6224
803,0.32,Ideal,G,VVS1,62.1,56.0,4.37,4.35,2.71,814
1049,1.27,Premium,I,VS1,59.2,60.0,7.16,7.13,4.23,8596
336,0.4,Ideal,F,SI2,62.0,54.0,4.77,4.73,2.95,694
47,0.3,Premium,F,VS2,62.2,59.0,4.33,4.29,2.68,524
1920,1.2,Ideal,G,VS2,61.4,57.0,6.79,6.93,4.22,8401
106,1.07,Ideal,H,SI1,62.5,57.0,6.55,6.52,4.09,5330
349,0.7,Premium,F,SI1,63.0,59.0,5.64,5.58,3.53,2016
1079,1.13,Ideal,D,SI2,62.6,57.0,6.66,6.62,4.15,5280
238,0.5,Ideal,F,SI2,60.8,57.0,5.1,5.13,3.11,1141
213,1.02,Ideal,H,SI1,61.6,57.0,6.46,6.49,3.99,4077
1251,1.51,Ideal,G,VS2,61.2,57.0,7.45,7.4,4.55,12829
1137,1.58,Ideal,I,VS2,61.6,57.0,7.48,7.52,4.62,11968
793,1.22,Ideal,F,VS1,61.5,57.0,6.87,6.89,4.23,10012
1121,0.3,Ideal,E,VS2,62.6,55.0,4.27,4.3,2.68,658
1581,0.24,Very Good,F,VS2,61.8,59.0,3.95,3.99,2.46,369
1670,1.28,Premium,H,VS2,60.8,59.0,7.01,7.06,4.28,7453
523,0.32,Good,E,SI1,63.8,55.0,4.34,4.37,2.77,646
232,1.09,Premium,E,SI2,62.2,58.0,6.53,6.56,4.07,4451
644,2.01,Ideal,H,SI1,62.1,57.0,8.06,8.09,5.01,16128
1506,0.4,Very Good,E,VS1,63.1,54.0,4.73,4.7,2.98,1053
